Sequence Name	Match Sequence in Positive Strand	Percentage Matching	Match Type(0~Absolute,1~Partial(stop),2~Partial(start),3~Over absolute)	Prediction Confidence	R-Statistic	Length
NC_002528_211038-210955	NC_002528_211696-209246	100.00%	0	54.000%	0.000000	84
NC_002528_226148-226065	NC_002528_223819+226482	100.00%	0	80.000%	0.000000	84
NC_002528_338937-338854	NC_002528_338127+339089	100.00%	0	82.000%	0.000000	84
NC_002528_351810-351727	NC_002528_351833-351045	100.00%	0	82.000%	0.000000	84
NC_002528_356112-356029	NC_002528_355650+357125	100.00%	0	84.000%	0.000000	84
NC_002528_369701-369618	NC_002528_370293-369604	100.00%	0	94.000%	0.000000	84
NC_002528_403153-403070	NC_002528_404468-401601	100.00%	0	86.000%	0.000000	84
NC_002528_454098-454015	NC_002528_453051+454355	100.00%	0	72.000%	0.000000	84
NC_002528_478476-478393	NC_002528_477967+479226	100.00%	0	88.000%	0.000000	84
NC_002528_480185-480102	NC_002528_480151+480945	41.67%	1	90.000%	0.000000	84
NC_002528_493776-493693	NC_002528_493115+493960	100.00%	0	86.000%	0.000000	84
NC_002528_497973-497890	NC_002528_497500+500772	100.00%	0	94.000%	0.000000	84
NC_002528_515955-515872	NC_002528_516791-514803	100.00%	0	80.000%	0.000000	84
NC_002528_518095-518012	NC_002528_517985+518299	100.00%	0	74.000%	0.000000	84
NC_002528_520768-520685	NC_002528_520623+521912	100.00%	0	86.000%	0.000000	84
NC_002528_528991-528908	NC_002528_527573+529192	100.00%	0	86.000%	0.000000	84
NC_002528_548548-548465	NC_002528_548669-548049	100.00%	0	82.000%	0.000000	84
NC_002528_594024-593941	NC_002528_594103-593354	100.00%	0	62.000%	0.000000	84
NC_002528_599563-599480	NC_002528_600113-599175	100.00%	0	80.000%	0.000000	84
NC_002528_8531-8448	NC_002528_8421+8837	100.00%	0	76.000%	0.000000	84
NC_002528_98465-98382	NC_002528_96845+98842	100.00%	0	74.000%	0.000000	84
NC_002528_114129-114043	NC_002528_113965+115608	100.00%	0	64.000%	0.000000	87
NC_002528_163497-163411	NC_002528_164119-162206	100.00%	0	60.000%	0.000000	87
NC_002528_188830-188744	NC_002528_188320+189537	100.00%	0	52.000%	0.000000	87
NC_002528_188901-188815	NC_002528_188320+189537	100.00%	0	88.000%	0.000000	87
NC_002528_189652-189566	NC_002528_189582+191708	81.61%	1	92.000%	0.000000	87
NC_002528_22083-21997	NC_002528_22354-21614	100.00%	0	94.000%	0.000000	87
NC_002528_238414-238328	NC_002528_238778-237714	100.00%	0	68.000%	0.000000	87
NC_002528_263402-263316	NC_002528_262859+266344	100.00%	0	90.000%	0.000000	87
NC_002528_402025-401939	NC_002528_404468-401601	100.00%	0	62.000%	0.000000	87
NC_002528_429824-429738	NC_002528_429843-429451	100.00%	0	66.000%	0.000000	87
NC_002528_483732-483646	NC_002528_482902+483777	100.00%	0	74.000%	0.000000	87
NC_002528_496424-496338	NC_002528_494019+497231	100.00%	0	88.000%	0.000000	87
NC_002528_5197-5111	NC_002528_4530+6068	100.00%	0	78.000%	0.000000	87
NC_002528_522609-522523	NC_002528_522104+524437	100.00%	0	90.000%	0.000000	87
NC_002528_560791-560705	NC_002528_561719-560535	100.00%	0	82.000%	0.000000	87
NC_002528_62016-61930	NC_002528_62674-60941	100.00%	0	74.000%	0.000000	87
NC_002528_138422-138333	NC_002528_137550+138623	100.00%	0	68.000%	0.000000	90
NC_002528_194897-194808	NC_002528_195492-193204	100.00%	0	54.000%	0.000000	90
NC_002528_223920-223831	NC_002528_223819+226482	100.00%	0	60.000%	0.000000	90
NC_002528_237442-237353	NC_002528_237671-236217	100.00%	0	64.000%	0.000000	90
NC_002528_24036-23947	NC_002528_23651+24787	100.00%	0	88.000%	0.000000	90
NC_002528_290847-290758	NC_002528_290497+291279	100.00%	0	86.000%	0.000000	90
NC_002528_296363-296274	NC_002528_296063+296749	100.00%	0	86.000%	0.000000	90
NC_002528_391687-391598	NC_002528_392303-391155	100.00%	0	68.000%	0.000000	90
NC_002528_446214-446125	NC_002528_446404-445268	100.00%	0	82.000%	0.000000	90
NC_002528_452904-452815	NC_002528_451312+453021	100.00%	0	78.000%	0.000000	90
NC_002528_489248-489159	NC_002528_489715-488600	100.00%	0	84.000%	0.000000	90
NC_002528_501601-501512	NC_002528_500778+502586	100.00%	0	94.000%	0.000000	90
NC_002528_523285-523196	NC_002528_522104+524437	100.00%	0	92.000%	0.000000	90
NC_002528_537997-537908	NC_002528_538184-536790	100.00%	0	80.000%	0.000000	90
NC_002528_613547-613458	NC_002528_612698+614029	100.00%	0	92.000%	0.000000	90
NC_002528_619539-619450	NC_002528_618781+619521	80.00%	2	56.000%	0.000000	90
NC_002528_68110-68021	NC_002528_68339-67542	100.00%	0	82.000%	0.000000	90
NC_002528_75358-75269	NC_002528_74771+76174	100.00%	0	80.000%	0.000000	90
NC_002528_94725-94636	NC_002528_94494+95600	100.00%	0	78.000%	0.000000	90
NC_002528_143105-143013	NC_002528_143203-142235	100.00%	0	88.000%	0.000000	93
NC_002528_15815-15723	NC_002528_15011+16609	100.00%	0	80.000%	0.000000	93
NC_002528_17541-17449	NC_002528_16648+18009	100.00%	0	92.000%	0.000000	93
NC_002528_202472-202380	NC_002528_202263+202571	100.00%	0	80.000%	0.000000	93
NC_002528_204514-204422	NC_002528_204463+205074	55.91%	1	90.000%	0.000000	93
NC_002528_286692-286600	NC_002528_286436+287614	100.00%	0	92.000%	0.000000	93
NC_002528_317128-317036	NC_002528_316735+317988	100.00%	0	90.000%	0.000000	93
NC_002528_325938-325846	NC_002528_325561+326760	100.00%	0	82.000%	0.000000	93
NC_002528_336160-336068	NC_002528_335888+337150	100.00%	0	66.000%	0.000000	93
NC_002528_345688-345596	NC_002528_346151-345066	100.00%	0	74.000%	0.000000	93
NC_002528_347145-347053	NC_002528_347473-346190	100.00%	0	84.000%	0.000000	93
NC_002528_379019-378927	NC_002528_377500+379131	100.00%	0	78.000%	0.000000	93
NC_002528_381462-381370	NC_002528_382004-379296	100.00%	0	86.000%	0.000000	93
NC_002528_391477-391385	NC_002528_392303-391155	100.00%	0	78.000%	0.000000	93
NC_002528_400724-400632	NC_002528_401544-400570	100.00%	0	76.000%	0.000000	93
NC_002528_429400-429308	NC_002528_428379+429383	81.72%	2	60.000%	0.000000	93
NC_002528_438146-438054	NC_002528_438910-438095	55.91%	1	94.000%	0.000000	93
NC_002528_452506-452414	NC_002528_451312+453021	100.00%	0	88.000%	0.000000	93
NC_002528_46301-46209	NC_002528_46764-46069	100.00%	0	78.000%	0.000000	93
NC_002528_488007-487915	NC_002528_487518+488162	100.00%	0	88.000%	0.000000	93
NC_002528_500462-500370	NC_002528_497500+500772	100.00%	0	96.000%	0.000000	93
NC_002528_507066-506974	NC_002528_506960+507403	100.00%	0	88.000%	0.000000	93
NC_002528_50908-50816	NC_002528_50166+51044	100.00%	0	80.000%	0.000000	93
NC_002528_519663-519571	NC_002528_518435+519763	100.00%	0	94.000%	0.000000	93
NC_002528_529996-529904	NC_002528_529164+530936	100.00%	0	68.000%	0.000000	93
NC_002528_535548-535456	NC_002528_535058+535705	100.00%	0	76.000%	0.000000	93
NC_002528_552031-551939	NC_002528_552155-551652	100.00%	0	82.000%	0.000000	93
NC_002528_56627-56535	NC_002528_55473+56852	100.00%	0	86.000%	0.000000	93
NC_002528_592437-592345	NC_002528_592193+592834	100.00%	0	84.000%	0.000000	93
NC_002528_612611-612519	NC_002528_612236+612685	100.00%	0	80.000%	0.000000	93
NC_002528_8224-8132	NC_002528_6997+8394	100.00%	0	74.000%	0.000000	93
NC_002528_175378-175283	NC_002528_174514+176358	100.00%	0	94.000%	0.000000	96
NC_002528_214976-214881	NC_002528_215133-214678	100.00%	0	58.000%	0.000000	96
NC_002528_316168-316073	NC_002528_315434+316675	100.00%	0	98.000%	0.000000	96
NC_002528_375508-375413	NC_002528_375018+375761	100.00%	0	86.000%	0.000000	96
NC_002528_376988-376893	NC_002528_375942+377099	100.00%	0	66.000%	0.000000	96
NC_002528_451490-451395	NC_002528_451312+453021	100.00%	0	92.000%	0.000000	96
NC_002528_476985-476890	NC_002528_476393+477913	100.00%	0	60.000%	0.000000	96
NC_002528_528881-528786	NC_002528_527573+529192	100.00%	0	66.000%	0.000000	96
NC_002528_533504-533409	NC_002528_533111+534985	100.00%	0	84.000%	0.000000	96
NC_002528_53774-53679	NC_002528_53387+54160	100.00%	0	88.000%	0.000000	96
NC_002528_543514-543419	NC_002528_543659-542838	100.00%	0	82.000%	0.000000	96
NC_002528_57573-57478	NC_002528_57475+57903	100.00%	0	84.000%	0.000000	96
NC_002528_634513-634418	NC_002528_633980+635194	100.00%	0	92.000%	0.000000	96
NC_002528_78491-78396	NC_002528_77074+78711	100.00%	0	88.000%	0.000000	96
NC_002528_131790-131692	NC_002528_130460+132388	100.00%	0	90.000%	0.000000	99
NC_002528_132878-132780	NC_002528_132593+132931	100.00%	0	86.000%	0.000000	99
NC_002528_185132-185034	NC_002528_184538+185623	100.00%	0	86.000%	0.000000	99
NC_002528_224093-223995	NC_002528_223819+226482	100.00%	0	82.000%	0.000000	99
NC_002528_292920-292822	NC_002528_291466+293415	100.00%	0	84.000%	0.000000	99
NC_002528_357004-356906	NC_002528_355650+357125	100.00%	0	86.000%	0.000000	99
NC_002528_358087-357989	NC_002528_357310+358188	100.00%	0	80.000%	0.000000	99
NC_002528_407269-407171	NC_002528_406304+407320	100.00%	0	82.000%	0.000000	99
NC_002528_44899-44801	NC_002528_45239-44871	29.29%	1	96.000%	0.000000	99
NC_002528_504337-504239	NC_002528_504321+505400	17.17%	1	90.000%	0.000000	99
NC_002528_568030-567932	NC_002528_568590-567364	100.00%	0	88.000%	0.000000	99
NC_002528_584281-584183	NC_002528_583707+584669	100.00%	0	94.000%	0.000000	99
NC_002528_593742-593644	NC_002528_594103-593354	100.00%	0	70.000%	0.000000	99
NC_002528_269565-269464	NC_002528_268530+269681	100.00%	0	80.000%	0.000000	102
NC_002528_278921-278820	NC_002528_278740+279216	100.00%	0	72.000%	0.000000	102
NC_002528_372078-371977	NC_002528_371399+372109	100.00%	0	86.000%	0.000000	102
NC_002528_483838-483737	NC_002528_482902+483777	40.20%	2	88.000%	0.000000	102
NC_002528_495894-495793	NC_002528_494019+497231	100.00%	0	94.000%	0.000000	102
NC_002528_105616-105512	NC_002528_105077+106384	100.00%	0	98.000%	0.000000	105
NC_002528_129984-129880	NC_002528_129211+130308	100.00%	0	70.000%	0.000000	105
NC_002528_24276-24172	NC_002528_23651+24787	100.00%	0	78.000%	0.000000	105
NC_002528_269828-269724	NC_002528_269665+271764	100.00%	0	100.000%	0.000000	105
NC_002528_32691-32587	NC_002528_31191+33467	100.00%	0	74.000%	0.000000	105
NC_002528_334051-333947	NC_002528_333143+335872	100.00%	0	78.000%	0.000000	105
NC_002528_390092-389988	NC_002528_389976+390320	100.00%	0	80.000%	0.000000	105
NC_002528_400979-400875	NC_002528_401544-400570	100.00%	0	94.000%	0.000000	105
NC_002528_406838-406734	NC_002528_406304+407320	100.00%	0	80.000%	0.000000	105
NC_002528_453229-453125	NC_002528_453051+454355	100.00%	0	92.000%	0.000000	105
NC_002528_476044-475940	NC_002528_475637+476383	100.00%	0	84.000%	0.000000	105
NC_002528_490443-490339	NC_002528_490011+490601	100.00%	0	90.000%	0.000000	105
NC_002528_501279-501175	NC_002528_500778+502586	100.00%	0	96.000%	0.000000	105
NC_002528_507109-507005	NC_002528_506960+507403	100.00%	0	80.000%	0.000000	105
NC_002528_54370-54266	NC_002528_54190+55401	100.00%	0	82.000%	0.000000	105
NC_002528_559470-559366	NC_002528_559861-559232	100.00%	0	90.000%	0.000000	105
NC_002528_612237-612133	NC_002528_612236+612685	1.90%	1	98.000%	0.000000	105
NC_002528_134975-134868	NC_002528_134808+137195	100.00%	0	70.000%	0.000000	108
NC_002528_181811-181704	NC_002528_180565+181800	89.81%	2	100.000%	0.000000	108
NC_002528_228023-227916	NC_002528_227748+229169	100.00%	0	68.000%	0.000000	108
NC_002528_320426-320319	NC_002528_320225+321511	100.00%	0	84.000%	0.000000	108
NC_002528_326949-326842	NC_002528_326753+327439	100.00%	0	84.000%	0.000000	108
NC_002528_37549-37442	NC_002528_40460-36321	100.00%	0	66.000%	0.000000	108
NC_002528_378943-378836	NC_002528_377500+379131	100.00%	0	86.000%	0.000000	108
NC_002528_519207-519100	NC_002528_518435+519763	100.00%	0	96.000%	0.000000	108
NC_002528_132099-131989	NC_002528_130460+132388	100.00%	0	90.000%	0.000000	111
NC_002528_225550-225440	NC_002528_223819+226482	100.00%	0	90.000%	0.000000	111
NC_002528_260108-259998	NC_002528_259980+260735	100.00%	0	90.000%	0.000000	111
NC_002528_447850-447740	NC_002528_447363+448124	100.00%	0	88.000%	0.000000	111
NC_002528_472224-472114	NC_002528_471487+473310	100.00%	0	76.000%	0.000000	111
NC_002528_515307-515197	NC_002528_516791-514803	100.00%	0	66.000%	0.000000	111
NC_002528_532931-532821	NC_002528_532636+532965	100.00%	0	84.000%	0.000000	111
NC_002528_537544-537434	NC_002528_538184-536790	100.00%	0	68.000%	0.000000	111
NC_002528_245078-244965	NC_002528_245217-243724	100.00%	0	70.000%	0.000000	114
NC_002528_355780-355667	NC_002528_355650+357125	100.00%	0	96.000%	0.000000	114
NC_002528_397267-397154	NC_002528_396651+398756	100.00%	0	68.000%	0.000000	114
NC_002528_50429-50316	NC_002528_50166+51044	100.00%	0	60.000%	0.000000	114
NC_002528_592830-592717	NC_002528_592193+592834	100.00%	0	92.000%	0.000000	114
NC_002528_76869-76756	NC_002528_76810-76514	48.25%	2	86.000%	0.000000	114
NC_002528_103454-103338	NC_002528_103284+103844	100.00%	0	70.000%	0.000000	117
NC_002528_108725-108609	NC_002528_108538+109128	100.00%	0	86.000%	0.000000	117
NC_002528_265308-265192	NC_002528_262859+266344	100.00%	0	96.000%	0.000000	117
NC_002528_333109-332993	NC_002528_332275+333018	22.22%	2	86.000%	0.000000	117
NC_002528_502306-502190	NC_002528_500778+502586	100.00%	0	74.000%	0.000000	117
NC_002528_521055-520939	NC_002528_520623+521912	100.00%	0	66.000%	0.000000	117
NC_002528_57939-57823	NC_002528_57475+57903	69.23%	2	74.000%	0.000000	117
NC_002528_632997-632881	NC_002528_633493-631640	100.00%	0	86.000%	0.000000	117
NC_002528_166467-166348	NC_002528_165615+167459	100.00%	0	70.000%	0.000000	120
NC_002528_169799-169680	NC_002528_169395+172115	100.00%	0	60.000%	0.000000	120
NC_002528_18536-18417	NC_002528_18376+18666	100.00%	0	54.000%	0.000000	120
NC_002528_228767-228648	NC_002528_227748+229169	100.00%	0	72.000%	0.000000	120
NC_002528_364188-364069	NC_002528_363663+364505	100.00%	0	56.000%	0.000000	120
NC_002528_382822-382703	NC_002528_382339+383283	100.00%	0	54.000%	0.000000	120
NC_002528_400403-400284	NC_002528_398776+400566	100.00%	0	86.000%	0.000000	120
NC_002528_505705-505586	NC_002528_505439+505921	100.00%	0	76.000%	0.000000	120
NC_002528_511-392	NC_002528_197+2083	100.00%	0	68.000%	0.000000	120
NC_002528_530359-530240	NC_002528_529164+530936	100.00%	0	56.000%	0.000000	120
NC_002528_118737-118615	NC_002528_118451+118954	100.00%	0	88.000%	0.000000	123
NC_002528_153920-153798	NC_002528_154116-152953	100.00%	0	74.000%	0.000000	123
NC_002528_181461-181339	NC_002528_180565+181800	100.00%	0	62.000%	0.000000	123
NC_002528_262170-262048	NC_002528_260969+262822	100.00%	0	98.000%	0.000000	123
NC_002528_276243-276121	NC_002528_276550-275795	100.00%	0	68.000%	0.000000	123
NC_002528_397590-397468	NC_002528_396651+398756	100.00%	0	66.000%	0.000000	123
NC_002528_400242-400120	NC_002528_398776+400566	100.00%	0	66.000%	0.000000	123
NC_002528_445177-445055	NC_002528_443616+445121	54.47%	2	56.000%	0.000000	123
NC_002528_5923-5801	NC_002528_4530+6068	100.00%	0	94.000%	0.000000	123
NC_002528_203486-203361	NC_002528_203108+203434	58.73%	2	64.000%	0.000000	126
NC_002528_269345-269220	NC_002528_268530+269681	100.00%	0	90.000%	0.000000	126
NC_002528_281669-281544	NC_002528_281736-281356	100.00%	0	66.000%	0.000000	126
NC_002528_287494-287369	NC_002528_286436+287614	100.00%	0	86.000%	0.000000	126
NC_002528_463430-463305	NC_002528_464376-462667	100.00%	0	80.000%	0.000000	126
NC_002528_474919-474794	NC_002528_475115-474156	100.00%	0	52.000%	0.000000	126
NC_002528_527846-527721	NC_002528_527573+529192	100.00%	0	76.000%	0.000000	126
NC_002528_171188-171060	NC_002528_169395+172115	100.00%	0	72.000%	0.000000	129
NC_002528_372625-372497	NC_002528_372150+373376	100.00%	0	88.000%	0.000000	129
NC_002528_478802-478674	NC_002528_477967+479226	100.00%	0	94.000%	0.000000	129
NC_002528_58386-58258	NC_002528_58005+58829	100.00%	0	86.000%	0.000000	129
NC_002528_62580-62452	NC_002528_62674-60941	100.00%	0	76.000%	0.000000	129
NC_002528_18994-18863	NC_002528_18715+20361	100.00%	0	72.000%	0.000000	132
NC_002528_278296-278165	NC_002528_278052+278633	100.00%	0	56.000%	0.000000	132
NC_002528_371068-370937	NC_002528_370977+371387	69.70%	1	82.000%	0.000000	132
NC_002528_385580-385449	NC_002528_384859+385593	100.00%	0	82.000%	0.000000	132
NC_002528_526437-526306	NC_002528_524579+526450	100.00%	0	96.000%	0.000000	132
NC_002528_89932-89801	NC_002528_87905+90817	100.00%	0	88.000%	0.000000	132
NC_002528_337888-337754	NC_002528_337248+337943	100.00%	0	60.000%	0.000000	135
NC_002528_377957-377823	NC_002528_377500+379131	100.00%	0	100.000%	0.000000	135
NC_002528_452357-452223	NC_002528_451312+453021	100.00%	0	68.000%	0.000000	135
NC_002528_529071-528937	NC_002528_527573+529192	100.00%	0	84.000%	0.000000	135
NC_002528_596931-596797	NC_002528_597694-595499	100.00%	0	58.000%	0.000000	135
NC_002528_309881-309744	NC_002528_309445+312030	100.00%	0	56.000%	0.000000	138
NC_002528_317819-317682	NC_002528_316735+317988	100.00%	0	86.000%	0.000000	138
NC_002528_137945-137805	NC_002528_137550+138623	100.00%	0	86.000%	0.000000	141
NC_002528_128602-128459	NC_002528_127828+128910	100.00%	0	70.000%	0.000000	144
NC_002528_315657-315514	NC_002528_315434+316675	100.00%	0	86.000%	0.000000	144
NC_002528_3308-3165	NC_002528_3139+3378	100.00%	0	58.000%	0.000000	144
NC_002528_596001-595858	NC_002528_597694-595499	100.00%	0	74.000%	0.000000	144
NC_002528_20065-19919	NC_002528_18715+20361	100.00%	0	78.000%	0.000000	147
NC_002528_333861-333712	NC_002528_333143+335872	100.00%	0	78.000%	0.000000	150
NC_002528_350892-350743	NC_002528_349274+351034	100.00%	0	68.000%	0.000000	150
NC_002528_356363-356214	NC_002528_355650+357125	100.00%	0	60.000%	0.000000	150
NC_002528_566959-566807	NC_002528_566940-566176	87.58%	2	78.000%	0.000000	153
NC_002528_85315-85163	NC_002528_84745+85884	100.00%	0	84.000%	0.000000	153
NC_002528_129879-129724	NC_002528_129211+130308	100.00%	0	70.000%	0.000000	156
NC_002528_360040-359885	NC_002528_359049+360614	100.00%	0	58.000%	0.000000	156
NC_002528_493428-493273	NC_002528_493115+493960	100.00%	0	60.000%	0.000000	156
NC_002528_66756-66601	NC_002528_66272+67516	100.00%	0	84.000%	0.000000	156
NC_002528_198640-198482	NC_002528_198321+199037	100.00%	0	72.000%	0.000000	159
NC_002528_636546-636388	NC_002528_636239+638074	100.00%	0	68.000%	0.000000	159
NC_002528_145885-145724	NC_002528_145875-145105	93.83%	2	60.000%	0.000000	162
NC_002528_253161-253000	NC_002528_252044+253588	100.00%	0	52.000%	0.000000	162
NC_002528_490845-490684	NC_002528_490715+491887	80.86%	1	72.000%	0.000000	162
NC_002528_139684-139520	NC_002528_138664+139776	100.00%	0	58.000%	0.000000	165
NC_002528_476261-476097	NC_002528_475637+476383	100.00%	0	60.000%	0.000000	165
NC_002528_521226-521062	NC_002528_520623+521912	100.00%	0	84.000%	0.000000	165
NC_002528_229033-228866	NC_002528_227748+229169	100.00%	0	60.000%	0.000000	168
NC_002528_616741-616574	NC_002528_616608+617105	79.76%	1	66.000%	0.000000	168
NC_002528_69876-69706	NC_002528_70675-68960	100.00%	0	76.000%	0.000000	171
NC_002528_314969-314796	NC_002528_314272+315378	100.00%	0	86.000%	0.000000	174
NC_002528_80611-80438	NC_002528_80316+81719	100.00%	0	58.000%	0.000000	174
NC_002528_170171-169992	NC_002528_169395+172115	100.00%	0	82.000%	0.000000	180
NC_002528_84579-84400	NC_002528_84332+84733	100.00%	0	76.000%	0.000000	180
NC_002528_79489-79307	NC_002528_78708+79703	100.00%	0	68.000%	0.000000	183
NC_002528_453623-453438	NC_002528_453051+454355	100.00%	0	64.000%	0.000000	186
NC_002528_270728-270540	NC_002528_269665+271764	100.00%	0	68.000%	0.000000	189
NC_002528_161918-161715	NC_002528_162093-160960	100.00%	0	70.000%	0.000000	204
NC_002528_186035-185826	NC_002528_185620+186453	100.00%	0	56.000%	0.000000	210
NC_002528_18920-18711	NC_002528_18715+20361	98.10%	1	70.000%	0.000000	210
NC_002528_569609-569400	NC_002528_568906+570072	100.00%	0	74.000%	0.000000	210
NC_002528_636139-635930	NC_002528_635703+636227	100.00%	0	82.000%	0.000000	210
NC_002528_447908-447684	NC_002528_447363+448124	100.00%	0	62.000%	0.000000	225
NC_002528_53979-53743	NC_002528_53387+54160	100.00%	0	70.000%	0.000000	237
NC_002528_206906-206667	NC_002528_205836+206924	100.00%	0	72.000%	0.000000	240
NC_002528_521551-521309	NC_002528_520623+521912	100.00%	0	66.000%	0.000000	243
NC_002528_122848-122600	NC_002528_122247+122930	100.00%	0	68.000%	0.000000	249
NC_002528_521185-520931	NC_002528_520623+521912	100.00%	0	72.000%	0.000000	255
NC_002528_266325-266062	NC_002528_262859+266344	100.00%	0	86.000%	0.000000	264
